14	-3	21	14	92	-136	-4	3	-36.9200000000000	-1.20000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-38.7600000000000	0.400000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-40.6000000000000	2	-11	-85
14	-3	21	14	92	-136	-4	3	-42.4400000000000	3.60000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-44.2800000000000	5.20000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-46.1200000000000	6.80000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-47.9600000000000	8.40000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-49.8000000000000	10	-11	-85
14	-3	21	14	92	-136	-4	3	-51.6400000000000	11.6000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-53.4800000000000	13.2000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-55.3200000000000	14.8000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-57.1600000000000	16.4000000000000	-11	-85
14	-3	21	14	92	-136	-4	3	-59	18	-11	-85
